vc,owner,managed_by_csa,env_name,server_group_name,vm_id,uuid,name,overall_status,ip_address,mac_address,datacenter,cluster_compute_resource,resource_pool
JJ,,N,,,vm-397,42041b8e-ec3e-64e4-7757-f4ccea7b88c6,CSA-EntryPoint-Dev,null,16.77.19.181,00:50:56:84:57:c0,CSL-JJ,C2,
JJ,,N,,,vm-4334,42040740-f40c-da80-f423-e91e21efef17,CSA-EntryPoint-Prod,null,16.77.19.86,00:50:56:84:25:d1,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,,N,,,vm-7099,4204ecf4-28c6-13fd-409e-f8a21f659dee,CSA-EntryPoint-Test-Backup,null,16.77.19.122,00:ff:08:11:e8:80,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
cdl,,N,,,vm-20496,421b0eb1-056c-1a42-b121-8e8862ff3efa,CSA-Lin,null,10.1.6.66,00:50:56:9b:47:f4,CSL-Cluster,CSL,
cdl,ankit,N,,,vm-392,421ff012-d3f4-3362-a394-3130cb1cbf96,CSA-onDemand-Dev,null,n/a,00:50:56:9f:27:85,CSL,CSL-Lab1,
AO,,N,,,vm-32871,42240cb3-1ae3-f406-a52c-df889360f1b6,csa-oo,null,16.78.122.240,00:50:56:a4:35:41,MiniLIT-Unit,Cloud-001,
cdl,,N,,,vm-20131,421bce5d-2592-4d18-6a91-4fd69634fc1e,CSA-OO - CP14.08 testing,null,10.1.4.124,00:50:56:9b:4e:6f,CSL,CSL-Lab1,
cdl,,N,,,vm-10489,421b64c7-166b-7158-5db8-a5660014f69f,CSA-OO10,null,10.1.5.20,00:50:56:9b:4f:5e,CSL-Cluster,CSL,
cdl,,N,,,vm-10489,421b64c7-166b-7158-5db8-a5660014f69f,CSA-OO10,null,10.1.5.20,00:50:56:9b:4f:5e,CSL-Cluster,CSA QA,
AO,,N,,,vm-34939,4224aa5f-462e-65c9-103d-5ca1d73c9bfe,CSA-OO-94-1,null,16.78.118.41,00:50:56:a4:7d:49,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-35686,42247b38-6226-a06d-a49f-17d2028f4425,CSA-OO-CentOS6.4,null,n/a,n/a,MiniLIT-Unit,n/a,
cdl,,N,,,vm-206,421fc530-04a2-b9f7-1032-08a4ae6c9e41,CSARHELCSL,null,n/a,n/a,CSL-Cluster,CSL,
AO,,N,,,vm-35237,4224bf19-c4e9-35a4-d2c7-5f1848bf273f,CSA-Sprint5,null,16.78.118.122,00:50:56:a4:7e:31,MiniLIT-Unit,n/a,
cdl,,N,,,vm-399,421f8f81-9a61-1871-06de-39df3fb57bc2,CSL TA-Moffett Lab,null,n/a,00:50:56:9f:0c:d6,CSL,CSL-Lab1,
AO,,N,,,vm-12881,42246386-fdb8-ca88-14a5-4e41eb1e242b,CSLDemo_TW,null,n/a,00:50:56:a4:69:56,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-7807,422413f1-1f11-aabf-7fb9-1c445d0b9ad9,CSL-DemoLab1,null,16.78.122.233,00:50:56:a4:40:fb,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-11465,4224a97a-62b7-9a41-4477-701ba5b2a2b0,CSL-OO-Rep,null,16.78.123.179,00:50:56:a4:76:54,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-31905,42243a40-6cd9-e384-8d3a-8a2777f471e0,csl-oracle,null,16.78.122.192,00:50:56:a4:61:5e,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
AO,,N,,,vm-32015,42249ff9-e17a-37fd-1adc-db33efdd3ec4,csl-oracle-2,null,16.78.124.3,00:50:56:a4:61:a7,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-6696,420427cf-7821-c8e4-c7fc-302002de6957,CSLQA_Server,null,16.77.19.190,00:50:56:84:31:e0,CSL-JJ,C2,
AO,,N,,,vm-31906,422490fc-cd8a-3951-f5f5-517b5c90f7f6,csl-was,null,16.78.122.211,00:50:56:a4:61:5f,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-35075,4224b708-4000-f893-c96d-168cab87a831,CSP Template,null,16.78.118.147,00:50:56:a4:7d:ec,MiniLIT-Unit,n/a,
AO,,N,,,vm-35269,4224fc94-2064-a82f-b9a7-6cbf35e9e059,CSP-centos,null,n/a,00:50:56:a4:7e:49,MiniLIT-Unit,n/a,
JJ,,N,,,vm-7028,4204cb3b-19c9-20dc-d86a-23bd13e8d693,CV-SA10-CSA32,null,16.77.20.166,00:50:56:84:26:12,CSL-JJ,C2,
AO,dan,N,,,vm-28656,4224c989-c8d9-29d1-650c-5caa183811ca,Dan-VM01-14.02,null,16.78.118.91,00:50:56:a4:4b:77,MiniLIT-Unit,Cloud-001,CSA-IMP
cdl,dariusz.malinowski,N,,,vm-9309,421b1dca-f44f-d166-0154-3c41301f978b,DariMali-062714-COS_Admin_11,null,n/a,n/a,CSL,CSL-Lab1,
cdl,dariusz.malinowski,Y,,,vm-9307,421b254a-f04d-0b5e-5e59-f7011b2e5041,DariMali-270614-${componentid},null,10.1.15.128,00:50:56:9b:64:37,CSL,CSL-Lab1,
cdl,dariusz.malinowski,Y,,,vm-9308,421bb9b8-0d7b-b560-f1e7-83da044817b7,DariMali-270614-${componentid}-VM01,null,10.1.4.195,00:50:56:9b:25:ad,CSL,CSL-Lab1,
JJ,,N,,,vm-7030,4204bfb3-725f-47a6-362a-fc821a6e89b6,DataONTAP-7mode,null,n/a,n/a,CSL-JJ,C2,
JJ,DaveWild,N,,,vm-1410,4204c744-f317-df94-abf8-f6fe0ad556e7,DaveWild-90cd90b34045ca00014050f41bd40796,null,16.77.20.149,00:50:56:84:25:fd,CSL-JJ,C2,
cdl,DaviPint,N,,,vm-9238,421ba238-c200-b73c-fc55-d7ea4bbc2c21,DaviPint-062714-90cd90b346079d4f0146dc7e0b627429,null,10.1.15.37,00:50:56:9b:01:ab,CSL-Cluster,CSL,
AO,,N,,,vm-30274,4224bd84-1acb-26d0-feca-69f6e5d2adfd,DD-VM01-14.02-02,null,16.78.118.118,00:50:56:a4:08:35,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,,N,,,vm-34620,422451f5-2241-9c10-1d44-e19a3d7dcf17,DD-VM01-14.07,null,16.78.118.117,00:50:56:a4:7c:64,MiniLIT-Unit,n/a,
JJ,,N,,,vm-2360,4204fe69-29e2-f628-14bf-154301fce248,Dedicated Test Env,null,n/a,n/a,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
cdl,deepa.varde,Y,,,vm-22490,421b771f-597b-f89c-5e70-6d1e313dc276,DeepVard-240914-90cd90b3486bf5220148a9dc6a685551,null,10.1.7.11,00:50:56:9b:37:cd,CSL-Cluster,CSL,
cdl,deepa.varde,Y,,,vm-22586,421b4252-4ad9-e5c7-2909-2b465e48cd3e,DeepVard-250914-90cd90b3486bf5220148ae00575960cc,null,10.1.7.53,00:50:56:9b:34:68,CSL-Cluster,CSL,
cdl,deepa.varde,Y,,,vm-22593,421bb33b-79bc-0c51-407b-daa2f966fe80,DeepVard-250914-90cd90b3486bf5220148ae728cdf66bb,null,169.254.196.111,00:50:56:9b:1e:0d,CSL-Cluster,CSL,
AO,,N,,,vm-34909,4224c5bd-e828-bbdc-edf9-dbe7f18b0fd9,demoRH1,null,16.78.118.112,00:50:56:a4:7d:33,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,,N,,,vm-34912,4224cd80-2820-2aa8-4c22-1e00c940498e,demoRH2,null,16.78.118.103,00:50:56:a4:7d:36,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,,N,,,vm-34913,42244e5b-3d26-f403-289b-2c3adfc858d5,demoRH3,null,n/a,00:50:56:a4:7d:37,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,,N,,,vm-34919,422478ac-5d99-1d55-300c-69ad6cd9bd1c,demoRH4,null,16.78.118.114,00:50:56:a4:7d:3a,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,,N,,,vm-34920,422405c3-64ce-56b3-9202-4ac763da34a0,demoRH5,null,16.78.118.139,00:50:56:a4:7d:3b,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,,N,,,vm-35003,4224b29a-15d1-aea4-e421-918255ed1eb8,demoRH6,null,16.78.118.138,00:50:56:a4:7d:77,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,,N,,,vm-34902,42247bc0-fd3f-ace6-9c18-5b36a94f5065,demoWin08-01,null,16.78.118.99,00:50:56:a4:7d:2d,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,,N,,,vm-34921,4224fc3a-8c37-772b-01c3-1124430c65c6,demoWin08-two,null,16.78.125.187,00:50:56:a4:7d:3c,MiniLIT-Unit,Cloud-001,CSA-IMP
JJ,,N,,,vm-4024,42042d29-e8bc-7d66-c5db-c140477fe022,DevStack,null,16.77.19.15,00:50:56:84:46:23,CSL-JJ,C2,
JJ,,N,,,vm-5715,42040c0f-4411-9b80-d882-d9f78d9cf700,DM_SYS_01,null,16.77.20.46,00:50:56:84:71:6e,CSL-JJ,C2,
JJ,,N,,,vm-6683,42044d5a-f3fc-7647-8738-64f651dae7e6,DM_SYS_02,null,16.77.20.47,00:50:56:84:71:6f,CSL-JJ,C2,
cdl,,N,,,vm-19984,421ba09d-b1e2-a702-b71a-00d9404eafc6,dma1020WAed241f,null,10.1.5.97,00:50:56:9b:09:f8,CSL,CSL-Lab1,
JJ,,N,,,vm-7039,42046398-4e12-6cbe-459a-9f953f333170,DMA10Server,null,16.77.19.74,00:50:56:84:58:b3,CSL-JJ,C2,
JJ,,N,,,vm-6684,42046398-4e12-6cbe-459a-9f953f333170,DMA10Server,null,16.77.19.74,00:50:56:84:58:b3,CSL-JJ,C2,
JJ,,N,,,vm-115,42046398-4e12-6cbe-459a-9f953f333170,DMA10Server,null,16.77.19.74,00:50:56:84:58:b3,CSL-JJ,C2,
cdl,,N,,,vm-20086,421b8678-2d57-e4e2-0717-b9e2e5f6f39c,DMAOraclea743d2,null,10.1.5.235,00:50:56:9b:11:7f,CSL,CSL-Lab1,
cdl,EberKoch,N,,,vm-602,421ffe96-664c-40ee-e1d7-c233deadc274,EberKoch-90cd90b3439267a90143ae5fcca806f3,null,n/a,00:50:56:9f:13:e2,CSL,CSL-Lab1,
cdl,,N,,,vm-412,421f035a-4006-e6a1-1d2b-acd57b19f7d4,EC2-AJ-CP301,null,10.1.7.58,00:50:56:9f:6b:6a,CSL,CSL-Lab1,
JJ,,N,,,vm-1567,42044a7c-db94-0898-ecb5-c620e936ed7b,EC2-Devel,null,16.77.19.5,00:50:56:84:2a:20,CSL-JJ,C2,
cdl,,N,,,vm-6773,421b21bc-6723-b5a9-7820-09bafd84cb78,EC2-oo9-central,null,10.1.5.250,00:50:56:9b:27:31,CSL-Cluster,CSL,
AO,,N,,,vm-14115,4224be4f-1fe9-d056-ec30-f2ac1ca68e40,Eclipse,null,16.78.122.93,00:ff:7b:e8:68:3a,MiniLIT-Unit,Cloud-001,
cdl,eduardo-jose.molina.arias,N,,,vm-22945,421b4fc9-433c-302e-f23c-3f8e688b9f4d,EduaMoli-093014-90cd90b3486bf5220148c78c652c308f,null,10.1.6.10,00:50:56:9b:5f:e3,CSL-Cluster,CSL,
cdl,edward_chang,Y,,,vm-22949,421bafad-6616-3ba0-04b7-a2bc3c19bd95,EdwaChan-300914-90cd90b3486bf5220148c82b7fea345d,null,10.1.5.247,00:50:56:9b:15:45,CSL-Cluster,CSL,
JJ,,N,,,vm-2976,420480a7-a775-383c-c1bb-784bc2c13cac,Env01-CSA41OO1010,null,16.77.19.14,00:50:56:84:0e:28,CSL-JJ,C2,
cdl,EricJoll,N,,,vm-402,421f20c2-7415-4046-c087-168dd2879785,EricJoll-90cd90b3406ec6f20140c624aab3381c,null,n/a,00:50:56:9f:35:04,CSL,CSL-Lab1,
cdl,EricJoll,N,,,vm-645,421f6280-8379-a89e-df60-9fe7866a48a4,EricJoll-90cd90b3406ec6f201413384033e4efc,null,n/a,00:50:56:9f:2a:00,CSL,CSL-Lab1,
cdl,,N,,,vm-3230,421b8cb7-cbb4-e312-2df2-ddb9ccd9b3a1,esd_node,null,n/a,00:50:56:9b:53:c3,CSL,CSL-Lab1,
JJ,,N,,,vm-3035,42048cb3-cfae-ae8a-8e56-89ca26a649f4,esd_node,null,n/a,00:50:56:84:30:9e,CSL-JJ,C2,
JJ,madhu,N,,,vm-6246,420494b3-9683-b976-baa3-2a452bdc3bd6,EtherPad,null,16.77.20.88,00:50:56:84:2f:de,CSL-JJ,C2,
cdl,etienne.cointet,N,,,vm-3521,421bb156-bcdd-8dd9-711f-ce0617869221,EtieCoin-031914-90cd90b344a4b95a0144da6755e40a9a,null,n/a,00:50:56:9b:03:8e,CSL,CSL-Lab1,
cdl,etienne.cointet,N,,,vm-3732,421bf863-5eb8-60cc-389b-af1f9c413ada,EtieCoin-040114-90cd90b34519b4a301451c5524a30054,null,10.1.10.30,00:50:56:9b:6b:a8,CSL-Cluster,CSL,
cdl,prashanth,N,,,vm-6809,421be956-73e4-8b57-1b9c-833ef86708ff,Export_Import_Test,null,10.1.14.43,00:50:56:9b:32:66,CSL,CSL-Lab1,
cdl,prashanth,N,,,vm-6809,421be956-73e4-8b57-1b9c-833ef86708ff,Export_Import_Test,null,10.1.14.43,00:50:56:9b:32:66,CSL,CSA QA,
AO,,N,,,vm-21253,422451b2-7649-c6da-b268-60cd7cf93115,F_H_MS,null,n/a,00:50:56:a4:00:d6,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-24141,422496e7-9211-778e-dbfd-701b90fa1b6a,F1_CSA4-Curr-OO907-01,null,16.78.122.187,00:50:56:a4:7b:a6,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-1014,4204101b-ff35-637e-88f3-2e42ef92b6cf,FileTransfer-Server,null,16.77.19.163,00:ff:ee:2a:c6:80,CSL-JJ,C2,
JJ,,N,,,vm-1403,4204101b-ff35-637e-88f3-2e42ef92b6cf,FileTransfer-Server,null,16.77.19.163,00:ff:ee:2a:c6:80,CSL-JJ,C2,
JJ,,N,,,vm-3979,4204101b-ff35-637e-88f3-2e42ef92b6cf,FileTransfer-Server,null,16.77.19.163,00:ff:ee:2a:c6:80,CSL-JJ,C2,
cdl,prashant,N,,,vm-401,421f5b4f-ef3d-9b49-2e6a-5424ee8f31b2,Freemium_FNL_CSA_OO_NJ_C,null,n/a,00:50:56:9f:53:08,CSL,CSL-Lab1,
JJ,prashant,N,,,vm-4473,420428e4-1a42-0ba6-93bd-54107f09b7cb,Freemium_FNL_CSA_OO_NJ_C_CMP_28-Aug-2013,null,n/a,00:50:56:84:78:6e,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,prashant,N,,,vm-5781,4204b58d-d2eb-7e03-c2be-6da891790a49,Freemium_Oracle_AO_Template,null,n/a,00:50:56:84:25:8b,CSL-JJ,C2,
AO,prashant,N,,,vm-19886,42247fb8-8584-e96f-0bc4-2ce9509a47f6,Freemium-8202013,null,n/a,00:50:56:a4:79:0b,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-22290,42245d7f-6e47-98a9-5aad-44688375e7b8,Fresh-Win2K8R2,null,16.78.117.29,00:50:56:a4:03:68,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-22290,42245d7f-6e47-98a9-5aad-44688375e7b8,Fresh-Win2K8R2,null,16.78.117.29,00:50:56:a4:03:68,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-6848,420468ee-4fb1-17df-92d1-15ddc3baf915,GartnerDemo-1,null,n/a,n/a,CSL-JJ,C2,
JJ,,N,,,vm-6998,4204cac0-b267-e784-9369-8ddc041c61f4,Gartner-Demo-LC-21,null,10.1.243.56,00:50:56:84:30:8d,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,,N,,,vm-1733,4204b7c6-2882-12e1-56c6-8ce058dc0b52,Gartner-Demo-LC-33,null,10.1.243.55,00:50:56:84:30:90,CSL-JJ,C2,
JJ,,N,,,vm-4974,42048ddc-ca8b-0a25-1ce5-46633d46a62f,Gartner-Demo-LC-77,null,10.1.243.50,00:50:56:84:2b:c0,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,,N,,,vm-4656,4204ddf6-be8d-86bb-d6de-95da10348b0d,Gartner-Demo-LC-C2,null,169.254.1.67,00:50:56:84:67:dc,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
AO,,N,,,vm-33538,4224463c-770c-1c2d-cd3c-e707b9621e8b,gej-c28-lin01,null,n/a,00:50:56:a4:11:72,MiniLIT-Unit,n/a,
AO,,N,,,vm-33583,4224f8f3-99f0-5d0b-de61-6c16dcbd02d8,gej-c28-lin02,null,16.78.118.105,00:50:56:a4:11:99,MiniLIT-Unit,n/a,
cdl,gilles.hedreux,N,,,vm-2916,421be563-b207-1e19-48b9-e737490fe11f,GillHedr-031214-COS_Admin_4,null,n/a,n/a,CSL,CSL-Lab1,
cdl,gilles.hedreux,N,,,vm-2917,421bd6fb-d77c-5553-adb0-587ad43e86cb,GillHedr-031214-COS_Controller_4_old,null,n/a,00:50:56:9b:78:be,CSL,CSL-Lab1,
cdl,gilles.hedreux,N,,,vm-3125,421bfefc-9d79-1494-778f-7667f18a6416,GillHedr-031414-COS_Controller_4,null,n/a,n/a,CSL,CSL-Lab1,
cdl,gilles.hedreux,Y,,,vm-2901,421b41b3-44e5-286c-23d1-364b7002156f,GillHedr-120314-90cd90b344a4b95a0144b5e1379d14c0,null,10.1.8.116,00:50:56:9b:7b:f8,CSL,CSL-Lab1,
cdl,gilles.hedreux,Y,,,vm-2902,421b8c19-8731-bf40-e27f-91281343da6a,GillHedr-120314-90cd90b344a4b95a0144b5e1379d14c0-VM01,null,10.1.10.21,00:50:56:9b:21:b7,CSL,CSL-Lab1,
cdl,gilles.hedreux,Y,,,vm-3104,421b5e84-7214-10de-8036-0431dd8a9d2a,GillHedr-140314-90cd90b344a4b95a0144c04800e6632a-VM01,null,10.1.7.196,00:50:56:9b:52:03,CSL,CSL-Lab1,
AO,prashant,N,,,vm-11669,42241750-9e31-6fa1-13df-bfae42dab489,GP-Demo,null,16.78.123.89,00:50:56:a4:76:da,MiniLIT-Unit,Cloud-001,
AO,prashant,N,,,vm-12869,4224e16b-4501-ef22-6b8c-b4c2647bec4b,gp-demo-3tier,null,16.78.123.66,00:50:56:a4:69:51,MiniLIT-Unit,Cloud-001,
AO,prashant,N,,,vm-32064,42247465-1daf-68af-6f4e-2ce0ac643b32,gptest7c0e7b,null,16.78.124.100,00:50:56:a4:61:cb,MiniLIT-Unit,Cloud-001,
cdl,GrahLand,N,,,vm-5526,421b28f4-6da1-e6f4-bc3a-2676c8ae7a9f,GrahLand-050614-COS_Admin_3,null,n/a,00:50:56:9b:50:7e,CSL,CSL-Lab1,
cdl,GrahLand,Y,,,vm-5524,421bc92f-3f03-7510-65c5-89de861102ed,GrahLand-060514-90cd90b345a9166f0145d1b4f8fa4c03,null,10.1.13.100,00:50:56:9b:7b:1b,CSL,CSL-Lab1,
cdl,GrahLand,Y,,,vm-5525,421be6ff-7f68-a16b-612d-de701c02aabc,GrahLand-060514-90cd90b345a9166f0145d1b4f8fa4c03-VM01,null,10.1.13.101,00:50:56:9b:7b:62,CSL,CSL-Lab1,
cdl,greg.comeau,Y,,,vm-23825,421b1668-a127-8b6d-a524-963e94d32502,GregCome-131014-90cd90b3486bf52201490ae099d641c3,null,10.1.8.51,00:50:56:9b:3c:6c,CSL,CSL-Lab1,
cdl,greg.comeau,Y,,,vm-23826,421b9371-1ffc-d93b-0ecd-4150271d804e,GregCome-131014-90cd90b3486bf52201490ae1a9bf4554,null,10.1.8.52,00:50:56:9b:4e:e4,CSL,CSL-Lab1,
cdl,guy_verbest,Y,,,vm-23542,421b6ec0-415b-dcde-e74c-308449b59634,GuyVerb-091014-90cd90b3486bf5220148f6a8673839ef,null,10.1.7.111,00:50:56:9b:4a:3d,CSL-Cluster,CSL,
cdl,guy_verbest,Y,,,vm-23794,421b036b-80a2-b009-b51a-b37c5196f587,GuyVerb-131014-90cd90b3486bf52201490a5040372c1b,null,10.1.7.80,00:50:56:9b:1d:23,CSL,CSL-Lab1,
cdl,guy_verbest,Y,,,vm-23795,421ba8e3-e50c-4c11-f058-d334b83feaf9,GuyVerb-131014-90cd90b3486bf52201490a504a1e2c33,null,10.1.8.10,00:50:56:9b:78:c3,CSL,CSL-Lab1,
cdl,hanwen.chi,N,,,vm-9843,421b0562-dc3b-9bec-ea9b-10f8e91f48f3,Han-Chi-070214-90cd90b346079d4f0146fa151bca35dd,null,10.1.12.10,00:50:56:9b:61:4d,CSL-Cluster,CSL,
cdl,manju,N,,,vm-6314,421bf515-35ad-131e-81eb-b5641c07adc5,Helion Test,null,n/a,00:50:56:9b:22:48,CSL,CSL-Lab1,
cdl,ankit,N,,,vm-23043,421b71dd-7739-90b1-94d0-b410e72858e6,Helion-CODAR-Test,null,10.1.6.200,00:50:56:9b:36:76,CSL-Cluster,CSL,
JJ,,N,,,vm-6094,42049a0d-76fa-4cc5-aa52-ba83eeed59e6,HP Virtualization Performance Viewer,null,16.184.45.19,00:50:56:84:46:0b,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,,N,,,vm-5063,4204589a-145b-3c0b-c38e-fc643f3e8d4e,HP Virtualization Performance Viewer-New,null,16.77.19.30,00:50:56:84:46:0e,CSL-JJ,C2,
JJ,jagadish,N,,,vm-5629,420430a7-cfe5-b2e3-5b25-2642e143b2d1,HP vPV Backup,null,16.77.19.26,00:50:56:84:46:0d,CSL-JJ,C2,
cdl,,N,,,vm-5969,421b3ce4-d159-edd9-b84c-503052047e05,HPCS-CSA41-20140514,null,10.1.5.223,00:50:56:9b:37:cb,CSL-Cluster,CSL,
cdl,,N,,,vm-5969,421b3ce4-d159-edd9-b84c-503052047e05,HPCS-CSA41-20140514,null,10.1.5.223,00:50:56:9b:37:cb,CSL-Cluster,CSA QA,
JJ,hema,N,,,vm-6949,4204203e-b59d-623b-65a3-c4d4d751c0bd,HPNA-DEV,null,16.77.19.39,00:50:56:84:2c:2c,CSL-JJ,C2,
JJ,,N,,,vm-6578,420444cd-f126-cbfd-ec83-65fd6e67add0,HPSW_ITSM_APPLIANCE_V1,null,16.77.19.129,00:50:56:84:32:5d,CSL-JJ,C2,
AO,jagadish,N,,,vm-35610,422417ca-fa01-bcdd-d157-1076b394dd53,HP-VPV,null,n/a,00:50:56:a4:73:a4,MiniLIT-Unit,Cloud-001,
JJ,manju,N,,,vm-7058,4204e58a-8035-f4db-18f4-5b9c3373eada,IceHouse 6,null,16.77.19.246,n/a,CSL-JJ,C2,
JJ,manju,N,,,vm-2392,420410b3-49a9-b465-34a5-c36d6682cad9,IceHouse 8,null,16.77.19.67,n/a,CSL-JJ,C2,
JJ,manju,N,,,vm-6996,4204145a-dab0-4270-6cef-97d8ced5dfd0,IceHouse2,null,16.77.19.130,n/a,CSL-JJ,C2,
JJ,renuka,N,,,vm-4809,420425b6-bf0a-c5a2-40e3-3dc8f8a645a3,Installer Test CSA3.2 OO9.07,null,n/a,00:50:56:84:2b:6e,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,renuka,N,,,vm-7018,4204b805-af63-77a5-f06f-20827650d183,Installer-Test1,null,16.77.19.176,00:50:56:84:2f:f0,CSL-JJ,C2,
JJ,,N,,,vm-6821,421f7c26-a10e-c2ff-dff8-638596765349,IO-BaseMachineTemplate,null,16.77.19.27,00:50:56:9f:46:1e,CSL-JJ,C2,
cdl,isaiah.wil.rairdon,Y,,,vm-23788,421bbe19-46cf-bde0-c5ca-fb3c7f2233b9,IsaiRair-131014-90cd90b3486bf52201490a262bc61bc4,null,10.1.7.254,00:50:56:9b:01:33,CSL,CSL-Lab1,
cdl,isaiah.wil.rairdon,Y,,,vm-23787,421bb395-bab5-514e-9dbd-426f9e253d60,IsaiRair-131014-90cd90b3486bf52201490a26351e1bda,null,10.1.7.255,00:50:56:9b:2c:92,CSL,CSL-Lab1,
cdl,,N,,,vm-23244,421ba30e-4df5-0dcf-7107-718527271254,ITtest01,null,n/a,n/a,CSL-Cluster,CSL,
cdl,,N,,,vm-23247,421b2d63-8e25-451c-b1a0-fce72878067f,ITtest02,null,n/a,n/a,CSL-Cluster,CSL,
cdl,james.m.bond,Y,,,vm-20391,421bdb11-33f7-fe97-9f78-1c928d4dfaa1,JameBond-200814-90cd90b3477e2ad50147f4a2a6e96e4d,null,10.1.4.210,00:50:56:9b:1f:fb,CSL-Cluster,CSL,
cdl,james.m.bond,Y,,,vm-20688,421b6df1-bff8-c458-2ae1-1aadfc063665,JameBond-250814-90cd90b3480aad4701480e7ed9d01a40-VM01,null,10.1.6.137,00:50:56:9b:76:9b,CSL-Cluster,CSL,
cdl,,N,,,vm-20767,421b386c-394c-3fac-b434-e0bb61bdd0ce,JB-VM02_SA-DMA-1,null,10.1.5.38,00:50:56:9b:1a:ab,CSL-Cluster,CSL,
cdl,,N,,,vm-6112,421ba347-7cda-e672-b871-90488c64d6f6,JD-ALL-DB,null,10.1.6.236,00:50:56:9b:6b:1f,CSL-Cluster,CSL,
AO,,N,,,vm-20789,4224d379-ba30-16a9-d27e-e49df139ea76,JD-CSA32-00907,null,n/a,00:50:56:a4:64:da,MiniLIT-Unit,Cloud-001,
cdl,,N,,,vm-19830,421b5f76-7d73-a1f5-baa3-bdae574372db,JD-CSA401-1002,null,10.1.4.23,00:50:56:9b:42:3a,CSL,CSL-Lab1,
cdl,,N,,,vm-6003,421b1348-e931-e7d7-5387-d6052411472f,JD-VM,null,10.1.13.177,00:50:56:9b:13:5b,CSL-Cluster,CSL,
cdl,,N,,,vm-6003,421b1348-e931-e7d7-5387-d6052411472f,JD-VM,null,10.1.13.177,00:50:56:9b:13:5b,CSL-Cluster,CSL,
cdl,,N,,,vm-6003,421b1348-e931-e7d7-5387-d6052411472f,JD-VM,null,10.1.13.177,00:50:56:9b:13:5b,CSL-Cluster,CSA QA,
cdl,jean-patrick_kong,N,,,vm-21624,421b540f-2562-0bbd-0bd9-0712427c1d37,JeanKong-120914-90cd90b3480aad4701486aa55cb82dd3,null,n/a,n/a,CSL-Cluster,CSL,
cdl,jeremyg,Y,,,vm-5804,421b8bd4-3e57-7925-eb75-d6dce5840ff9,JereGarn-120514-90cd90b345a9166f0145f1776a0102a0,null,10.1.13.135,00:50:56:9b:57:ea,CSL,CSL-Lab1,
cdl,jeremyg,Y,,,vm-5805,421ba7b3-2f28-638d-b598-a1fbf1a593eb,JereGarn-120514-90cd90b345a9166f0145f1776a0102a0-VM01,null,10.1.13.162,00:50:56:9b:78:ad,CSL,CSL-Lab1,
cdl,jeremyg,N,,,vm-684,421f7453-f77b-6a93-0313-3165f0529c67,JereGarn-90cd90b3439267a901446a4ca89613c2,null,10.1.9.72,00:50:56:9f:0a:e1,CSL,CSL-Lab1,
cdl,jerome.labat,N,,,vm-3593,421bac64-13b2-5f1f-f652-f30f84d32257,JeroLaba-032614-90cd90b344dbba8c0145009a37aa0225,null,10.1.5.249,00:50:56:9b:14:a0,CSL-Cluster,CSL,
cdl,jerome.labat,N,,,vm-622,421fac48-beb8-be6e-8e61-b7e4dae5f0eb,JeroLaba-241053,null,10.1.6.46,00:50:56:9f:3f:28,CSL,CSL-Lab1,
