vc,owner,managed_by_csa,env_name,server_group_name,vm_id,uuid,name,overall_status,ip_address,mac_address,datacenter,cluster_compute_resource,resource_pool
cdl,pamela.harrod,N,,,vm-4436,421b4be7-eb92-7d45-02e7-dac4ba5f6011,PameHarr-041614-90cd90b3456b2d2101456b9a948a00a1,null,10.1.12.52,00:50:56:9b:47:db,CSL-Cluster,CSL,
cdl,patrick.deloulay,Y,,,vm-23349,421b301f-5859-34ce-fb5d-3598bb7e02e2,PatrDelo-071014-90cd90b3486bf5220148ecbb5d9c1a02,null,10.1.4.132,00:50:56:9b:34:55,CSL-Cluster,CSL,
cdl,pawel.krakowian,N,,,vm-10287,421b3ac2-14db-2965-e8be-e22fbca789e3,PaweKrak-070814-90cd90b346079d4f0147169f3e8d4871,null,10.1.12.138,00:50:56:9b:35:e3,CSL-Cluster,CSL,
cdl,pedro.lopez4,Y,,,vm-23530,421b9895-1b0a-eca3-070c-d0317235b1d8,PedrLope-091014-90cd90b3486bf5220148f660dfba31e4,null,10.1.5.28,00:50:56:9b:2a:29,CSL-Cluster,CSL,
AO,prashant,N,,,vm-26443,4224d77d-5c5b-ac1d-414d-a99b64037fb1,PG-VM01-14.02,null,16.78.124.191,00:50:56:a4:0b:a2,MiniLIT-Unit,Cloud-001,
AO,minaxi,N,,,vm-32008,4224920b-89f5-8b71-40d9-acea375cdb4f,pmalla-c28-d01,null,n/a,n/a,MiniLIT-Unit,n/a,
JJ,,N,,,vm-5817,420426d6-f976-9cac-b36d-491f04a1bcf7,POC 14.07 VM for 5B,null,16.77.19.121,00:50:56:84:71:07,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
AO,,N,,,vm-24460,4224b9dd-517a-33b7-1bc9-15a532bfb961,POC-OVF,null,16.78.122.97,00:50:56:a4:04:ac,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
cdl,prashant,N,,,vm-2387,421bd09f-b1d4-3f3b-7a4e-20819bfd1d24,PrasGupt-030514-90cd90b44495820c014495ff498b16df,null,10.1.9.107,00:50:56:9b:0f:f7,CSL-Cluster,CSL,
cdl,prashant,N,,,vm-2388,421b10d5-a6e7-9946-7da5-87db72964868,PrasGupt-030514-COS_Admin_2,null,n/a,00:50:56:9b:60:1b,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-2392,421b0834-8ec8-46ae-f4b2-4e841f07e263,PrasGupt-030514-COS_Controller_2,null,n/a,00:50:56:9b:03:0b,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-2511,421b5b42-3480-e55b-237b-30d85284a7de,PrasGupt-030614-COS_Admin_2,null,n/a,00:50:56:9b:71:ec,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-2512,421ba97c-58cb-e24b-f43b-6d723c61f7ed,PrasGupt-030614-COS_Admin_3,null,n/a,00:50:56:9b:4f:f0,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-2597,421bef25-1d26-7964-f352-b3d5b480419e,PrasGupt-030714-COS_Admin_6,null,n/a,00:50:56:9b:54:36,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-2697,421bc4e1-fcad-b852-c61c-477166917368,PrasGupt-030914-COS_Admin_8,null,n/a,00:50:56:9b:4b:51,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-2714,421bbeb3-2f43-2465-ec3d-06ed691a5087,PrasGupt-031014-COS_Admin_8,null,n/a,00:50:56:9b:35:2d,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-2805,421b1dc3-47a3-3cd6-77d2-344c49353888,PrasGupt-031114-COS_Admin_10,null,n/a,00:50:56:9b:7b:38,CSL,CSL-Lab1,
JJ,prashant,N,,,vm-1403,4204d052-1c1d-ed22-53c6-930775ac233d,PrasGupt-032014-90cd90b344dbba8c0144e1df92f634aa,null,16.77.19.158,00:50:56:84:26:37,CSL-JJ,C2,
cdl,prashant,N,,,vm-2510,421b8659-a27d-eac5-ab84-44e17a909447,PrasGupt-060314-90cd90b444999f6b014499bfddab0739,null,10.1.9.243,00:50:56:9b:60:2b,CSL,CSL-Lab1,
cdl,prashant,Y,,,vm-2596,421b0e25-4a56-917f-8f79-2305c47d1993,PrasGupt-070314-90cd90b4449da94701449eeec1ee5a8e,null,10.1.9.238,00:50:56:9b:50:15,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-2806,421bca0d-04a1-6efa-deab-dcb7554643c8,PrasGupt-110314-90cd90b344a4b95a0144b0b603353d16,null,n/a,00:50:56:9b:3f:be,CSL,CSL-Lab1,
cdl,prashant,Y,,,vm-21969,421bdbb0-beb6-5ee8-7dc2-300e69107b97,PrasGupt-180914-90cd90b3486bf52201488a243472764c,null,10.1.7.30,00:50:56:9b:2a:ab,CSL-Cluster,CSL,
cdl,prashant,Y,,,vm-21975,421bd0fc-5df8-0ff5-b8e5-7bc68e0a34ef,PrasGupt-180914-90cd90b3486bf52201488a8f0afd01e4,null,10.1.5.160,00:50:56:9b:7d:c6,CSL-Cluster,CSL,
cdl,prashant,N,,,vm-623,421fb022-dd20-1214-6614-7c02203cd08f,PrasGupt-24095521-8f5671e43f688df9013f771befb81c75,null,10.1.6.95,00:50:56:9f:78:b3,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-624,421f7875-2fcd-0557-8d65-7603f5bf4093,PrasGupt-8f5671e43f688df9013f7897e99b2eac,null,n/a,00:50:56:9f:6b:45,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-451,421f75b3-c6c5-ee58-735e-75a43a0d1d03,PrasGupt-90cd90b4444c5e82014456b7d11d3421,null,169.254.93.151,00:50:56:9f:33:61,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-454,421f8d81-5f68-2626-f3ae-760e92168267,PrasGupt-90cd90b4444c5e8201446ac166ac1d02,null,169.254.229.16,00:50:56:9f:78:8a,CSL,CSL-Lab1,
cdl,prashant,N,,,vm-461,421f7e99-4b42-c0a2-e4cc-47003fb02f73,PrasGupt-90cd948b3fa18c2a01401d0df2c82816,null,10.1.6.117,00:50:56:9f:47:a5,CSL,CSL-Lab1,
JJ,prashanth,N,,,vm-1099,420468d6-cc9c-48e9-c6b2-8b680948304c,prashanthsvm,null,16.77.19.177,00:50:56:84:16:fa,CSL-JJ,C2,
cdl,prashanth,N,,,vm-6024,421bf78c-5584-6c75-a3ed-d1eeb8dc40d9,PrasRang-051514-90cd90b4458f8599014603c8ffbd1eb4,null,10.1.12.230,00:50:56:9b:6b:bb,CSL-Cluster,CSL,
cdl,prashanth,N,,,vm-6029,421bb0b1-98d9-0781-f57d-a2f8ece2312e,PrasRang-051614-90cd90b4458f85990146044becd027c8,null,10.1.13.11,00:50:56:9b:44:86,CSL-Cluster,CSL,
cdl,PreeJaya,N,,,vm-584,421fef0e-ba0c-617c-d49a-3a173bc11346,PreeJaya-90cd90b3415690cf0141825f677827df,null,n/a,00:50:56:9f:67:4a,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-587,421fce39-9117-572e-668d-421b3c338506,PreeJaya-90cd90b3415690cf014191880de53b83,null,10.1.7.43,00:50:56:9f:04:5f,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-588,421f381e-89b3-8ff7-f6a2-6aa93eb346f7,PreeJaya-90cd90b3415690cf014197837c7d404f,null,10.1.7.69,00:50:56:9f:23:01,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-590,421fce25-c3df-0a22-ab14-bea545c4a25b,PreeJaya-90cd90b3415690cf0141a051687f4c84,null,n/a,00:50:56:9f:2f:0d,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-419,421f88a3-4b99-8f10-d697-bb5d20c0e3f0,PreeJaya-90cd90b3415690cf0141a05b854f4e50,null,10.1.7.23,00:50:56:9f:62:28,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-591,421fe04e-a769-9bdd-fc14-a85ed85b50fe,PreeJaya-90cd90b3415690cf0141a05c7668501c,null,10.1.8.123,00:50:56:9f:5d:45,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-592,421fcb0e-55d9-f838-9bc9-f46518bff212,PreeJaya-90cd90b3415690cf0141a13d1f375919,null,10.1.7.24,00:50:56:9f:5a:da,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-593,421f6e8e-cbc9-614d-e058-1b63a7cdddfe,PreeJaya-90cd90b3415690cf0141a13d1f37591a,null,10.1.7.0,00:50:56:9f:1b:ab,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-536,421fe20b-cc83-e292-0879-d085294cb2c6,PreeJaya-90cd90b3415690cf0141b5fff8937a65,null,n/a,00:50:56:9f:1b:e8,CSL,CSL-Lab1,
cdl,PreeJaya,N,,,vm-492,421f4ab7-11e2-6c81-e508-871733aa4187,PreeJaya-90cd90b3415690cf01420430dfd826ce,null,10.1.7.2,00:50:56:9f:79:cf,CSL,CSL-Lab1,
cdl,,N,,,vm-19655,421b6661-1824-6aba-47c7-4f984ec16a7e,prod-scvmm2012,null,n/a,n/a,CSL-Cluster,CSL,
JJ,,N,,,vm-3805,4204a146-d0d7-a36e-ed98-6ffadb2122e4,prod-vity,null,192.168.109.51,00:50:56:84:2b:ea,CSL-JJ,C2,
AO,prashant,N,,,vm-32597,42241213-c452-ca5e-2234-da4b814a5447,Propel_Catalog,null,n/a,00:50:56:a4:34:70,MiniLIT-Unit,n/a,
AO,prashant,N,,,vm-33734,422419af-d285-8cee-b8b5-a5189b768994,Propel_Catalog,null,n/a,00:50:56:a4:11:ce,MiniLIT-Unit,n/a,
AO,prashant,N,,,vm-32046,42240d0f-9d00-8f74-feee-345209645026,Propel_Catalog_1.0.0.ova,null,n/a,00:50:56:a4:61:bd,MiniLIT-Unit,n/a,
AO,prashant,N,,,vm-31636,4224e1df-acc3-0f96-1e6c-f0b917e48761,Propel_Catalog_Version21,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
AO,prashant,N,,,vm-32596,4224db12-42e4-b4e1-0170-d39ba80dcee7,Propel_SX,null,n/a,00:50:56:a4:34:6f,MiniLIT-Unit,n/a,
AO,prashant,N,,,vm-33735,42244b37-bef6-2849-621f-7900e77d8ac4,Propel_SX,null,n/a,00:50:56:a4:11:cf,MiniLIT-Unit,n/a,
AO,prashant,N,,,vm-32047,42240c08-f76b-0908-8523-0cd421e14dad,Propel_SX_1.0.0,null,n/a,00:50:56:a4:61:be,MiniLIT-Unit,n/a,
AO,prashant,N,,,vm-31637,422411eb-fb68-a00d-4f73-26248002f3bb,Propel_SX_Version9_RC6_20140708_final,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
cdl,,N,,,vm-13511,421b5ad8-78ec-8cf7-f3e5-b30313205df9,Provisionb806ad,null,n/a,n/a,CSL-Cluster,CSL,
AO,,N,,,vm-32067,422473ea-1d6e-6e6e-6296-0d378ce23fb1,Provisiondb1bf9,null,16.78.124.105,00:50:56:a4:61:ce,MiniLIT-Unit,Cloud-001,
cdl,jagadish,N,,,vm-19768,421bc26c-5a34-c1ed-5018-777e3f0b2e5d,Proxy-Squid,null,10.1.5.224,00:50:56:9b:4c:a7,CSL,CSL-Lab1,
cdl,punyasloka.mishra,Y,,,vm-23517,421b322b-5778-49c0-077d-1ddf4144655a,PunyMish-091014-90cd90b3486bf5220148f633b26724d0,null,10.1.7.201,00:50:56:9b:71:ce,CSL-Cluster,CSL,
JJ,,N,,,vm-4618,420456df-14bd-78c1-59ce-56b6f6e4211e,QA Server,null,16.77.19.13,00:50:56:84:2a:14,CSL-JJ,C2,
JJ,,N,,,vm-399,420456df-14bd-78c1-59ce-56b6f6e4211e,QA Server,null,16.77.19.13,00:50:56:84:2a:14,CSL-JJ,C2,
AO,,N,,,vm-11511,4224cfdb-9380-dfed-82c1-3e9821df9348,Quasar,null,192.168.1.100,00:50:56:a4:76:75,MiniLIT-Unit,Cloud-001,
cdl,quentin.carton,N,,,vm-4188,421b9505-df75-f572-cafd-8317e10f24da,QuenCart-041014-COS_Admin_2,null,n/a,n/a,CSL,CSL-Lab1,
cdl,quentin.carton,Y,,,vm-4187,421bcae3-d10a-4bbb-923d-136162579f61,QuenCart-100414-90cd90b34519b4a301454cae0a6b106c,null,10.1.5.37,00:50:56:9b:78:e8,CSL,CSL-Lab1,
cdl,quentin.carton,Y,,,vm-4189,421b5e21-3c38-27ff-6a80-3265054852db,QuenCart-100414-90cd90b34519b4a301454cae0a6b106c-VM01,null,10.1.10.1,00:50:56:9b:7b:59,CSL,CSL-Lab1,
cdl,quentin.carton,N,,,vm-6758,421b3e84-7977-0497-5086-f0babf8a173a,QuenGeld-052714-90cd90b346079d4f01463eab785e3d67,null,10.1.13.107,00:50:56:9b:09:47,CSL-Cluster,CSL,
cdl,quentin.carton,N,,,vm-7711,421bef68-5c98-5fef-201f-b8a559d6bbe1,QuenGeld-060914-90cd90b346079d4f014681f5ce832666,null,10.1.14.71,00:50:56:9b:54:8c,CSL-Cluster,CSL,
cdl,,N,,,vm-9247,421b95ca-360a-a21a-78c9-738a678d3849,R7,null,n/a,n/a,CSL,CSL-Lab1,
cdl,rajan,N,,,vm-4093,421b627c-2796-d912-27a0-8c80e2817f6f,RajaLaks-040814-90cd90b34519b4a3014542b911477042,null,10.1.5.148,00:50:56:9b:40:d6,CSL-Cluster,CSL,
cdl,rajan,Y,,,vm-23790,421ba901-7262-fa25-4cc5-328b2988b000,RajaLaks-131014-90cd90b3486bf52201490a48dc3026bc,null,10.1.8.9,00:50:56:9b:15:fb,CSL,CSL-Lab1,
cdl,rajan,Y,,,vm-20325,421b727f-4c85-8d54-3eef-eb4d06bddda3,RajaLaks-190814-90cd90b3477e2ad50147efaecfb864d0,null,n/a,n/a,CSL-Cluster,CSL,
cdl,rajan,N,,,vm-421,421f3c30-e957-48e6-a72e-296d591000a3,RajaLaks-90cd90b3406ec6f2014108e2c9d00444,null,10.1.5.241,00:50:56:9f:4b:0d,CSL,CSL-Lab1,
cdl,rajan,N,,,vm-574,421f576c-d5bb-bd0f-27a2-1ffeff163ca9,RajaLaks-90cd90b3406ec6f201410dfd8e052799,null,10.1.6.249,00:50:56:9f:62:7c,CSL,CSL-Lab1,
JJ,rajesh,N,,,vm-7109,4204dce4-d6a8-3ad8-b136-0b34addffba1,rajesh-demo-Mar21,null,169.254.20.76,00:50:56:84:30:93,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
cdl,rajesh,N,,,vm-2485,421b081c-c7e7-438e-9f84-2e496971f1e8,RajeSing-030514-90cd93944495550c01449564ab04009a-CSA 3.2 and CP4,null,n/a,00:50:56:9b:1f:b2,CSL-Cluster,CSL,
cdl,rajesh,N,,,vm-3382,421b4ea9-c45f-ce5f-061e-fa1c38f35374,RajeSing-031914-90cd90b344dbba8c0144dbcb40370059-CSA 3.2 and OO 9.07,null,n/a,00:50:56:9b:33:78,CSL-Cluster,CSL,
cdl,rajesh,Y,,,vm-20545,421b6d10-365f-fa5f-b14c-fa10781ac3e2,RajeSing-220814-90cd90b3477e2ad50147fe76a2e05103,null,192.168.2.200,00:50:56:9b:4e:b2,CSL-Cluster,CSL,
cdl,rajesh,Y,,,vm-20546,421b24e7-7079-02e8-d6c4-0cf424350b1d,RajeSing-220814-90cd90b3477e2ad50147fe76a4ba511d-VM01,null,10.1.6.74,00:50:56:9b:1a:48,CSL-Cluster,CSL,
cdl,rajesh,N,,,vm-4872,421ba125-2fb5-d948-1a0e-1e1fc96ebe30,RajeSing-230414-90cd90b44589fb5c01458effad6a2e0e-VM01:0-POC App 14.02   All,null,n/a,00:50:56:9b:5e:27,CSL,CSL-Lab1,
cdl,rajesh,N,,,vm-4875,421b1091-099c-44fa-aad0-0a4782bbfb83,RajeSing-230414-90cd90b44589fb5c01458effad6a2e0e-VM01:1-POC App 14.02   All,null,n/a,00:50:56:9b:33:7d,CSL,CSL-Lab1,
cdl,rajesh,N,,,vm-621,421f7a8a-0fe1-016c-303a-98f70b37a653,RajeSing-230815,null,10.1.6.57,00:50:56:9f:53:ad,CSL,CSL-Lab1,
JJ,,N,,,vm-842,4204f656-6e29-9f5b-559e-07dce68777cf,RamJaka-032014-90cd90b344dbba8c0144e1b0cc423301,null,16.77.19.157,00:50:56:84:26:36,CSL-JJ,C2,
cdl,,Y,,,vm-23516,421b05d7-b261-4089-4c5b-21f7cab98d5d,RaviNara-091014-90cd90b3486bf5220148f6341cc92507,null,10.1.7.202,00:50:56:9b:2a:b0,CSL-Cluster,CSL,
cdl,,N,,,vm-2295,421b5711-af2f-ec5f-5114-ccb4b7ba5248,rh64-RDO,null,10.1.7.16,00:50:56:9b:55:98,CSL,CSL-Lab1,
cdl,,N,,,vm-2295,421b5711-af2f-ec5f-5114-ccb4b7ba5248,rh64-RDO,null,10.1.7.16,00:50:56:9b:55:98,CSL,CSA QA,
cdl,,N,,,vm-3238,421b1797-466f-6951-305f-229cb3c7a446,RH6CSA4OO10.02,null,10.1.7.163,00:50:56:9b:3d:75,CSL,CSL-Lab1,
cdl,,N,,,vm-3238,421b1797-466f-6951-305f-229cb3c7a446,RH6CSA4OO10.02,null,10.1.7.163,00:50:56:9b:3d:75,CSL,CSA QA,
cdl,,N,,,vm-545,421f4488-4698-ee35-648b-384b3db7b36d,rh6u4x64csa40,null,10.1.4.229,00:50:56:9f:50:f9,CSL,CSL-Lab1,
cdl,,N,,,vm-545,421f4488-4698-ee35-648b-384b3db7b36d,rh6u4x64csa40,null,10.1.4.229,00:50:56:9f:50:f9,CSL,CSA QA,
cdl,,N,,,vm-7050,421b8b18-0973-b51d-32b5-8c0f0f14c955,RH-CSA,null,10.1.12.232,00:50:56:9b:69:52,CSL,CSL-Lab1,
cdl,,N,,,vm-7050,421b8b18-0973-b51d-32b5-8c0f0f14c955,RH-CSA,null,10.1.12.232,00:50:56:9b:69:52,CSL,CSA QA,
cdl,rheid_schloss,N,,,vm-612,421f8ae5-1564-fe39-aff9-fcdd4a510cce,RheiSchl-90cd90b3439267a90144092a486210a0,null,10.1.7.90,00:50:56:9f:6a:31,CSL,CSL-Lab1,
JJ,,N,,,vm-5713,4204024e-5160-b2b5-c388-d0cb7b51b83b,rhel-2,null,16.77.19.202,00:50:56:84:32:ad,CSL-JJ,C2,
AO,,N,,,vm-29648,4224c72e-5d14-4508-9e76-c4361a00cdee,rhel-3,null,n/a,00:50:56:a4:3a:6a,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-29652,4224de0a-3a57-deff-6179-ad47873acd7f,rhel-4,null,16.78.117.112,00:50:56:a4:3a:6c,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-4954,4204d235-be53-0ab1-a06f-a22fb4497d73,RHEL6,null,n/a,00:50:56:84:32:b6,CSL-JJ,C2,
cdl,,N,,,vm-23335,421b5abd-a283-c193-514e-77542c463bdb,RHEL6.5 GUI,null,n/a,n/a,CSL,CSL-Lab1,
cdl,,N,,,vm-23335,421b5abd-a283-c193-514e-77542c463bdb,RHEL6.5 GUI,null,n/a,n/a,CSL,CSA QA,
AO,,N,,,vm-16249,4224c33d-3836-bc5b-99d4-56eaa5c0306e,RHEL62x64-1NIC-MP,null,n/a,00:50:56:a4:5b:2e,MiniLIT-Unit,Cloud-001,
cdl,,N,,,vm-20366,421bad1b-89b8-b53f-684c-c9bbdb792cd8,rhel63,null,n/a,n/a,CSL-Cluster,CSL,
cdl,,N,,,vm-606,421fb6ff-f1f5-060f-3bc6-32a65ab012f7,RHEL63-VM02,null,10.1.7.9,00:50:56:9f:09:e9,CSL,CSL-Lab1,
JJ,,N,,,vm-1410,4204d30e-517a-15d8-cb37-8b5f3eae3442,rhel65-II,null,n/a,00:50:56:84:30:c3,CSL-JJ,C2,
JJ,,N,,,vm-6111,4204d30e-517a-15d8-cb37-8b5f3eae3442,rhel65-II,null,n/a,00:50:56:84:30:c3,CSL-JJ,C2,
cdl,,N,,,vm-21110,421b512f-5017-c6fc-9279-5d717dc4bd34,RHEL6-AN,null,n/a,n/a,CSL,CSL-Lab1,
cdl,,N,,,vm-21110,421b512f-5017-c6fc-9279-5d717dc4bd34,RHEL6-AN,null,n/a,n/a,CSL,CSA QA,
AO,,N,,,vm-11534,42245aa9-6f4f-6399-ecc8-b1ceb73219b7,RHEL6X1_DMA_10,null,n/a,00:50:56:a4:0f:9a,MiniLIT-Unit,Cloud-001,
cdl,,N,,,vm-21107,421b5763-beb6-7e74-d211-37c0d9fc25fd,RHEL-agent,null,10.1.6.184,00:50:56:9b:4d:53,CSL,CSL-Lab1,
AO,,N,,,vm-30656,4224983a-53ea-2e80-4f2d-39d2932c20d1,rhel-sa1010,null,16.78.123.193,00:50:56:a4:0b:fe,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
JJ,,N,,,vm-116,4204eb05-bc7b-e40f-07c4-bf69d6b816b8,rhelvana,null,n/a,n/a,CSL-JJ,C2,
cdl,rick.evans,N,,,vm-634,421fe52f-77da-3a92-2eac-982ab29181c4,RickEvan-90cd90b34045ca00014063bbe7f21f41,null,10.1.6.91,00:50:56:9f:55:54,CSL,CSL-Lab1,
cdl,rick.evans,N,,,vm-274,421ff075-d008-95c2-d78d-eb69fe131cb1,RickEvan-90cd90b4417b13390142905f7e7e57b1,null,n/a,00:50:56:9f:77:3c,CSL-Cluster,CSL,
JJ,rajan,N,,,vm-321,420480ea-6881-e508-aeb2-487403304dcd,RL_POC1407,null,16.77.19.87,00:50:56:84:04:46,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,rajan,N,,,vm-5690,4204c04f-ca04-d858-a4f8-a538f920e22a,RL1,null,16.77.19.60,00:50:56:84:04:4a,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
AO,rajan,N,,,vm-28805,422410ac-739b-8199-4040-c781d64ef7ac,RL-VM01-14.02,null,16.78.118.85,00:50:56:a4:5c:18,MiniLIT-Unit,Cloud-001,
JJ,rajan,N,,,vm-5899,4204c3b6-bd01-4bbf-9ff8-1ad3340b9bea,RLWin1,null,16.77.19.94,00:50:56:84:04:4e,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,RobeIlen,N,,,vm-2196,42046976-2837-2b4b-3b4e-fc4e7b5667ec,RobeIlen-90cd90b3439267a9014476b9bc6e18ab,null,16.77.19.97,00:50:56:84:2b:c5,CSL-JJ,C2,
cdl,RoshNaik,Y,,,vm-23455,421bf109-027f-8060-4bb5-d635d85e8a99,RoshNaik-081014-90cd90b3486bf5220148f3a175be64f8,null,10.1.5.234,00:50:56:9b:1d:82,CSL-Cluster,CSL,
cdl,RoshNaik,Y,,,vm-23500,421b5fe3-2ddc-f171-eb08-795f897cac81,RoshNaik-091014-90cd90b3486bf5220148f5de8ecb7f83-VM01,null,10.1.7.183,00:50:56:9b:54:01,CSL-Cluster,CSL,
cdl,RoshNaik,Y,,,vm-23499,421b41aa-9dee-2199-8354-136154c82e90,RoshNaik-091014-90cd90b3486bf5220148f5de8ed87f94,null,10.1.7.182,00:50:56:9b:60:59,CSL-Cluster,CSL,
cdl,RoshNaik,Y,,,vm-23502,421b985c-58a0-8538-97c6-391e3f87dc87,RoshNaik-091014-90cd90b3486bf5220148f5e542060868,null,10.1.7.186,00:50:56:9b:1f:ae,CSL-Cluster,CSL,
cdl,RoshNaik,Y,,,vm-23504,421b7cda-32c0-f18f-dc25-d3585b369be2,RoshNaik-091014-90cd90b3486bf5220148f5e9a2350fc0,null,10.1.7.192,00:50:56:9b:52:00,CSL-Cluster,CSL,
cdl,RoshNaik,Y,,,vm-23558,421b6129-c058-b0d1-9c5d-90d7ce331766,RoshNaik-091014-90cd90b3486bf5220148f8b489754dbf,null,10.1.5.83,00:50:56:9b:56:1c,CSL-Cluster,CSL,
cdl,RoshNaik,Y,,,vm-23559,421b5414-fe3a-7fc3-abc6-0416687e45d9,RoshNaik-091014-90cd90b3486bf5220148f8b506c64ef2,null,10.1.6.24,00:50:56:9b:6b:d6,CSL-Cluster,CSL,
cdl,RoshNaik,Y,,,vm-23560,421b17b6-6419-ec10-6a1e-455c926b8124,RoshNaik-091014-90cd90b3486bf5220148f8b613405362,null,10.1.6.2,00:50:56:9b:09:b1,CSL-Cluster,CSL,
cdl,RoshNaik,N,,,vm-23501,421b6e3c-ea90-0be0-f4a6-4725f9c811a4,RoshNaik-100914-90cd90b3486bf5220148f5e320050515,null,10.1.7.184,00:50:56:9b:1c:3b,CSL-Cluster,CSL,
JJ,,N,,,vm-6799,4207a34b-d0b1-30d4-5967-a5c274546dbc,rosvc2,null,16.77.17.77,00:50:56:87:6a:02,CSL-JJ,C2,
JJ,,N,,,vm-2260,4207a34b-d0b1-30d4-5967-a5c274546dbc,rosvc2,null,16.77.17.77,00:50:56:87:6a:02,CSL-JJ,C2,
JJ,,N,,,vm-6965,4207a34b-d0b1-30d4-5967-a5c274546dbc,rosvc2,null,16.77.17.77,00:50:56:87:6a:02,CSL-JJ,C2,
JJ,,N,,,vm-1397,4207a34b-d0b1-30d4-5967-a5c274546dbc,rosvc2,null,16.77.17.77,00:50:56:87:6a:02,CSL-JJ,C2,
cdl,ryan.lee2,Y,,,vm-4306,421b4eb9-1163-1a76-10e3-5e00d1610805,RyanLee-140414-90cd90b34519b4a301456286ef2d3a9e,null,10.1.12.55,00:50:56:9b:6e:33,CSL,CSL-Lab1,
cdl,ryan.lee2,Y,,,vm-4307,421beadd-0ed2-58fe-544a-d0c270cdfbd0,RyanLee-140414-90cd90b34519b4a301456286ef2d3a9e-VM01,null,10.1.12.57,00:50:56:9b:56:55,CSL,CSL-Lab1,
JJ,,N,,,vm-6992,4204b273-3f1c-f0f0-f62d-75d839e410d4,SA,null,n/a,n/a,CSL-JJ,C2,
AO,,N,,,vm-21890,42240f4c-9e75-d61e-dee1-c806b2988864,SA10,null,16.78.122.177,00:50:56:a4:6d:77,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
AO,,N,,,vm-32170,4224ba00-2515-f215-bb1e-c528d66daac5,sa1010,null,16.78.122.241,00:50:56:a4:33:46,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-22496,422483f5-5ef6-9756-5777-1506cf0317cd,SA10-AO,null,16.78.117.16,00:50:56:a4:03:b9,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-5324,42041840-b5a9-c7d1-6e89-69c08ef824e4,SA913-DMA10,null,16.77.19.190,00:50:56:84:23:a2,CSL-JJ,C2,
AO,,N,,,vm-20383,42246289-f6a0-77fd-d795-8735b248d257,SAAuditCoa15466,null,16.78.124.206,00:50:56:a4:7a:5d,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-20383,42246289-f6a0-77fd-d795-8735b248d257,SAAuditCoa15466,null,16.78.124.206,00:50:56:a4:7a:5d,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-20452,4224739a-37bf-9329-0471-70796d9f4f60,SAAuditPocb7079,null,16.78.124.194,00:50:56:a4:7a:8f,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-20452,4224739a-37bf-9329-0471-70796d9f4f60,SAAuditPocb7079,null,16.78.124.194,00:50:56:a4:7a:8f,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-7081,42046c48-5f86-1f6d-5bda-1238df9e7b0b,SA-DEMO-LINUX,null,16.77.19.32,00:50:56:84:35:6b,CSL-JJ,C2,
cdl,,N,,,vm-625,421fd61b-224e-299d-496c-0fc81c3f7a1c,Sample_Template_Creation,null,n/a,00:50:56:9f:20:03,CSL,CSL-Lab1,
JJ,,N,,,vm-4090,42049153-dc81-ee37-f9b0-b262dffe1e8a,SA-NA-Test1,null,n/a,00:50:56:84:71:f7,CSL-JJ,C2,
